title,link,channel_name,channel_link,view_count,upload_date,duration,thumbnail
Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,https://www.youtube.com/watch?v=X3paOmcrTjQ&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Simplilearn,https://www.youtube.com/@SimplilearnOfficial,4200000,6 years ago,4:38,
How to Explain Data Science Projects in Interviews? 3 Tips for Crafting Clear and Impactful Answers!,https://www.youtube.com/watch?v=O0Kh8vh02co&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Emma Ding,https://www.youtube.com/@emma_ding,17000,3 years ago,11:48,
Loan Eligibility Prediction Tutorial | Python Projects For Data Science | Python Training | Edureka,https://www.youtube.com/watch?v=T9kgWBmUIRk&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,edureka!,https://www.youtube.com/@edurekaIN,99000,3 years ago,43:04,
Project-based Data Science Interview Questions: How to Explain Your Projects with Confidence!,https://www.youtube.com/watch?v=pVQ-05ZYZJE&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Emma Ding,https://www.youtube.com/@emma_ding,41000,3 years ago,11:51,
Data Science Industry Ready Project Course Announcement For Everyone-24th September,https://www.youtube.com/watch?v=5W9QiJo95Ws&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Krish Naik,https://www.youtube.com/@krishnaik06,16000,2 years ago,5:35,
5 Beginner Data Science Projects to start today!,https://www.youtube.com/watch?v=PwE-xuw5sNU&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Recall by Dataiku,https://www.youtube.com/@RecallbyDataiku,214000,3 years ago,13:15,
Data Science Projects Tutorial | Data Science Projects In R | Data Science | Edureka Rewind - 2,https://www.youtube.com/watch?v=F5Hv6DR8zIM&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,edureka!,https://www.youtube.com/@edurekaIN,1100,streamed 2 years ago,31:16,
The Data Science Projects that Got Me a Job,https://www.youtube.com/watch?v=imMPnCHvbkY&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Ken Jee,https://www.youtube.com/@KenJee_ds,42000,4 years ago,4:27,
Data Science Project from Scratch - Part 1 (Project Planning),https://www.youtube.com/watch?v=MpF9HENQjDo&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Ken Jee,https://www.youtube.com/@KenJee_ds,221000,4 years ago,7:28,
3 Proven Data Science Projects for Beginners (Kaggle),https://www.youtube.com/watch?v=8igH8qZafpo&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Ken Jee,https://www.youtube.com/@KenJee_ds,336000,4 years ago,7:34,
Top Data science PROJECT IDEAS For 2023| Improve Your Resume,https://www.youtube.com/shorts/7obfldyOWVs,Coding Blocks,https://www.youtube.com/@CodingBlocksIndia,7000,1 year ago,SHORTS,https://i.ytimg.com/vi/7obfldyOWVs/hq720_2.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGADYAQHiAQoIGBACGAY4AUAB8AEB-AG2CIACgA-KAgwIABABGGUgZShlMA8=&rs=AOn4CLCTRqyrBzpvAZ-offyw3O-wOKyaoA
2021 CFEM Financial Data Science Projects,https://www.youtube.com/watch?v=REtjijGgve4&pp=ygUVZGF0YSBzY2llbmNlIHByb2plY3Rz,Cornell Financial Engineering Manhattan CFEM,https://www.youtube.com/@cornellfinancialengineerin8462,734,2 years ago,21:04,https://i.ytimg.com/vi/REtjijGgve4/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CIAC0AWKAgwIABABGH8gOSgZMA8=&rs=AOn4CLDrEiE6mgv3cKFpcUjB72xwVoR0Dw
